Name ,Price,Count,Positive Review,Negative Review,Detailed Review Text,Review 2,Review 3,Review 4,Key Features 
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,56,11,11,"Customers like the taste of the tooth cleaning agent. They say it has a good flavor and aroma, not too minty or sweet. The color is poor, but the flavor is good.","This easily is the best toothpaste in the market. Natural, great taste, no bad breath, no gums bleeding . Just right! ",Chemicals : Safe and healthy Freshness: Great taste and fresh breath. ,"appreciate that it's made with natural ingredients like neem and pomegranate, which have been shown to be effective in promoting healthy teeth and ",Taste
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,45,37,8,"Customers find the toothpaste good for their teeth and gums. It improves sensitivity, whitens them, and helps with strong gums. They mention it gives their teeth a shine and reduces soreness.",It's good and healthy no chemical value for money good breath very decent smell yes it's feels like fresh that's why I here to review 🤪... ,It is a very good product and no bad smell in mouth. Good for gum care and I recommend it. ,Good for teeth ,Teeth health
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,28,28,0,Customers appreciate the freshness of the toothpaste. They find it keeps their mouths fresh and free from decay. The product is a good change from common brands and provides long-lasting freshness.,chemical value for money good breath very decent smell yes it's feels like fresh that's why I here to review 🤪... ,It has a refreshing taste that leaves my mouth feeling clean and fresh all day long.... ,Start morning with it nice taste and full day freshaness ,Freshness
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,24,24,0,"Customers appreciate the tooth paste quality. They say it's a good paste for family, the best Indian paste, and worth buying.","paste from himalaya product, it is non-flouride product, best of all the tooth paste, value for money, quality product, if you want to use for life... ",One of the best tooth paste in this range ,The quality of this paste is Good. The price also not so high. ,Tooth paste quality
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,16,16,0,"Customers like the smell of the product. It has a pleasant, fresh scent that doesn't burn the mouth. They say it protects teeth from gum and mouth odors and is effective for gum and smell problems.",It's good and healthy no chemical value for money good breath very decent smell yes it's feels like fresh that's why I here to review 🤪... ,"Smells good, quite fresh, doesn't burn the mouth. Quantity-wise, it's value for money as well. ","I've got the best results with this one. I liked the smell and flavor, some may not but it's really a great product. ",Smell
"Himalaya Complete Care 300g (150g x 2, Pack of 2) Toothpaste | For Healthy Gums & Strong Teeth | With Neem, Miswak & Triphala",155,15,9,6,"Customers have different views on the chemical content of the toothpaste. Some say it's herbal and not harmful, while others mention it contains chemicals and is not fully herbal.",It's good and healthy no chemical value for money good breath very decent smell yes it's feels like fresh that's why I here to review 🤪... ,This is mixture of chemical product not herbal items in the toothpaste. My mouth and tounge has pimple inside because of toothpaste.... ,Best quality without chemicals pest ,Chemical content
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,722,688,34,Customers like the quality of the tooth cleaning agent. They say it's a good product with a nice smell and good results. Some mention it's the best Ayurvedic toothpaste in the market and value for money. It's good for daily use and provides pain relief.,One of the best Colgate I have ever used.original authentication product. ,Best in category. ,"Good product,awesome feeling after brushing with the paste ",Quality
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,257,227,30,Customers appreciate the value for money of the tooth cleaning product. They find it fresh and good quality.,Flavour and paste is good with affordable price ,Value for money ,Price ke sath achha he ,Value for money
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,240,193,47,Customers like the taste of the tooth cleaning agent. They say it has a nice smell and gives a natural sweetness to the mouth. Some find it affordable.,Flavour and paste is good with affordable price ,Once yiu use this paste yiu will be addicted to its taste. Recommended to all. ,Plus it tastes good. ,Taste
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,136,126,10,"Customers appreciate the freshness of the tooth cleaning product. They say it smells good and leaves their mouth feeling fresh even after 4-5 hours. The taste is herbal and refreshing, leaving them with a lasting clean feeling.",Using since long time. Keeps mouth fresh n healthy teeth. Natural ingredients n with adequate foam ,I love the paste.its mouth freshness is it's positive part.if feel me so fresh remove all bad order for long time. ,"It's cool to use, feeling fresh after brushing teeth. Liked it good and genuine product ",Freshness
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,105,102,3,"Customers like this toothpaste for its oral care benefits. It helps protect teeth and gums, providing many oral health benefits. They say it cleans effectively and doesn't foam too much. The natural ingredients are suitable for all ages.",Using since long time. Keeps mouth fresh n healthy teeth. Natural ingredients n with adequate foam ,Total protection ,tase everyone is good meswak is best than other in taste good tooth protection and texture strength also good .I recommend everyone to buy once this ,Teeth health
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,56,42,14,Customers like the product's smell. They mention it has a pleasant scent and doesn't foam too much. It effectively cleans teeth.,"Smell well, Quality is very good. You can try it. Using Experience: above 10 months. ",I like this product smell tase everyone is good meswak is best than other in taste good tooth protection and texture strength also good .I recommend... ,It’s value for money and Seal is 100% Smell is so naturals Effect on teeth best ,Smell
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,50,41,9,Customers like the paste quality. They say it's a good herbal paste with Meswak extract and has a refreshing feeling. The price is reasonable compared to other tooth pastes.,Cheaper than shops.worth buying.Better than anyother paste.Flouride free. ,The paste contains Meswak extract and has a refreshing feeling. However please note that this is not a pure herbal toothpaste... ,The paste is good but the taste is bad. ,Paste quality
"Dabur Meswak Complete Oral Care Toothpaste - 500g (2 x 200g + 1 x100g) | Complete Oral & Gum Care Toothpaste | Contains Pure & Rare Miswak extract | No added Fluoride, Paraben, Triclosan & Formalin",216,33,30,3,"Customers appreciate the authenticity of the product. They find it genuine, natural, and effective. The product is made in India with few artificial ingredients.",One of the best Colgate I have ever used.original authentication product. ,Dabur Meswak toothpaste offers a natural and effective solution for complete oral health.... ,Liked it good and genuine product ,Authenticity
Clove Hydrate Toothpaste | Dry Mouth Solution | Strengthens Mouth's Natural Defense Systems | Boosts Saliva Production | Fights Bad Breath | Sugar Free | Triclosan Free | Paraben Free | Peroxide free| Pack of 1 (100g),293,25,21,4,Customers appreciate the toothpaste's effectiveness. They find it a solid choice for those seeking a natural dental care product without harsh chemicals. The toothpaste provides a fresh mouth feeling and is highly impressive. Some reviewers mention it's an excellent product for those using CPAP or BIPAP.,"Toothpaste for a few weeks, and I'm genuinely impressed with its effectiveness and unique formulation.... ","some relief from gum discomfort , Clove Hydrate Toothpaste is a solid choice for those seeking a natural, herbal alternative to traditional... ",Very good product. Must buy product. ,Effectiveness
Clove Hydrate Toothpaste | Dry Mouth Solution | Strengthens Mouth's Natural Defense Systems | Boosts Saliva Production | Fights Bad Breath | Sugar Free | Triclosan Free | Paraben Free | Peroxide free| Pack of 1 (100g),293,14,14,0,"Customers appreciate the mouth health benefits of this toothpaste. It has a nice, refreshing flavor and helps maintain mouth moisture. Many reviewers mention it's good for dry mouth challenges and is free from harmful chemicals.","The standout feature is the natural clove oil, which provides a refreshing, spicy flavor that's a pleasant departure from the usual minty varieties.... ",It has nice refreshing flavour and good for my dry mouth. I like this toothpaste and I recommend others to buy this. ,"Its benefits for oral health are notable, the intense flavor and possible sensitivity issues should be considered ",Mouth health
Clove Hydrate Toothpaste | Dry Mouth Solution | Strengthens Mouth's Natural Defense Systems | Boosts Saliva Production | Fights Bad Breath | Sugar Free | Triclosan Free | Paraben Free | Peroxide free| Pack of 1 (100g),293,7,7,0,Customers like the flavor. It's not too strong or mild.,"feature is the natural clove oil, which provides a refreshing, spicy flavor that's a pleasant departure from the usual minty varieties.... ",I am using this toothpaste for last 3 days. It has nice refreshing flavour and good for my dry mouth.... ,I love the taste of clove flavour freshness. Value for money product. This is my 6th time's I ordered this product. I really love it's performance. ,Taste
Clove Hydrate Toothpaste | Dry Mouth Solution | Strengthens Mouth's Natural Defense Systems | Boosts Saliva Production | Fights Bad Breath | Sugar Free | Triclosan Free | Paraben Free | Peroxide free| Pack of 1 (100g),293,6,6,0,"Customers appreciate the toothpaste's gum sensitivity. They find it reduces gum discomfort and plaque buildup, providing a fresh mouth feeling. The clove hydrate toothpaste helps combat bad breath and may offer some relief.","is known for its antiseptic properties, and I've noticed a reduction in gum sensitivity and less plaque buildup since I started using it.... ","toothpaste helps to combat bad breath and may offer some relief from gum discomfort , Clove Hydrate Toothpaste is a solid choice for those seeking a... ",I really love it's performance. I can feel my teeth on cleaning . ,Gum sensitivity
Clove Hydrate Toothpaste | Dry Mouth Solution | Strengthens Mouth's Natural Defense Systems | Boosts Saliva Production | Fights Bad Breath | Sugar Free | Triclosan Free | Paraben Free | Peroxide free| Pack of 1 (100g),293,6,6,0,"Customers appreciate the freshness of the toothpaste. They say it smells good, retains freshness for hours, and freshens breath without harmful chemicals.","The standout feature is the natural clove oil, which provides a refreshing, spicy flavor that's a pleasant departure from the usual minty varieties.... ","clove hydrate toothpaste is free form harmful chemicals, freshens breath….I highly recommend it. ","Comfort and freshness is awesome of this toothpaste, smells very good you'll get it very ease of clean go for it ",Refreshness
Clove Hydrate Toothpaste | Dry Mouth Solution | Strengthens Mouth's Natural Defense Systems | Boosts Saliva Production | Fights Bad Breath | Sugar Free | Triclosan Free | Paraben Free | Peroxide free| Pack of 1 (100g),293,4,4,0,Customers find the toothpaste refreshing and effective for cleaning teeth. They say it leaves their mouths sparkling clean.,"has a smooth texture and doesn't feel gritty, and it leaves my mouth feeling clean without being overly harsh.... ","is awesome of this toothpaste, smells very good you'll get it very ease of clean go for it ",Product is so refreshing and keep your mouth clean . ,Mouth cleanliness
Clove Hydrate Toothpaste | Dry Mouth Solution | Strengthens Mouth's Natural Defense Systems | Boosts Saliva Production | Fights Bad Breath | Sugar Free | Triclosan Free | Paraben Free | Peroxide free| Pack of 1 (100g),293,4,4,0,Customers like the product's value for money. They mention it has a promising taste.,I love the taste of clove flavour freshness. Value for money product. This is my 6th time's I ordered this product. I really love it's performance.... ,2. Reduction in bad odour. Quite promising taste and value for money too. You can't go wrong with that. 👍... ,Super quality toothpaste. Value for money. ,Value for money
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,98,80,18,"Customers appreciate the product's build quality. They find it solidly constructed with rounded edges, making it safe for use. Many consider it a premium-quality copper product that is comfortable to use and worth the price.","Thanks to its solid construction and rounded edges, it is perfectly safe for toxin extraction, while making the mouth feel clean.... ",Perfora is a brand to reckon with. Loved the quality of the tongue cleaner.... ,"Having said that, this tongue cleaner is certainly useful and durable and it can withstand the test of time and rigorous use over years. ",Build quality
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,78,78,0,"Customers find the product effective. They say it's useful, easy to use, and comfortable for their tongues. The metal is not sharp but good enough to do the job.","It’s easy to use, the metal is not sharp, but good enough to do the job, leaves the mouth feeling fresh and clean and is convenient and comfortable... ","Having said that, this tongue cleaner is certainly useful and durable and it can withstand the test of time and rigorous use over years. ","It’s easy to use, the metal is not sharp, but good enough to do the job, leaves the mouth feeling fresh and clean and is convenient and comfortable ",Effectiveness
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,48,48,0,"Customers appreciate the tongue cleaner for its effectiveness in cleaning the tongue. They find it useful and effective in improving oral hygiene and overall mouth freshness. The copper material is naturally antimicrobial, promoting better hygiene. The cleaner leaves the mouth feeling fresh and clean, effectively removing bacteria and buildup.",is a striking product sculpted from 100% pure copper which is inherently antibacterial.... ,"metal is not sharp, but good enough to do the job, leaves the mouth feeling fresh and clean and is convenient and comfortable to even carry while... ",extra force or pressure which results in more efficient and quicker cleaning of tongue as compared to normal two handed tongue cleaners. ,Tongue cleanliness
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,28,22,6,Customers find the product easy to use.,"Loved the quality of the tongue cleaner. It’s easy to use, the metal is not sharp, but good enough to do the job, leaves the mouth feeling fresh and... ","Loved the quality of the tongue cleaner. It’s easy to use, the metal is not sharp, but good enough to do the job, leaves the mouth feeling fresh and... ","The sleek design makes it easy to use, and the antibacterial properties of copper provide extra peace of mind. ",Ease of use
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,24,24,0,"Customers appreciate the copper content of the tongue cleaner. They say it's made from eco-friendly copper, which effectively removes bacteria.",The Perfora Copper Tongue Cleaner is a striking product sculpted from 100% pure copper which is inherently antibacterial.... ,The product is made of pure copper and it is strong and solid.... ,Perfora Copper Tongue Cleaner build quality is superb and it's made from pure copper. ,Copper content
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,18,18,0,"Customers like the design of the tongue cleaner. They say it's sleek, different from other tongue cleaners, and sturdy. The pattern is better than the generic V-shaped ones.",The Perfora Copper Tongue Cleaner is a striking product sculpted from 100% pure copper which is inherently antibacterial.... ,"The sleek design makes it easy to use, and the antibacterial properties of copper provide extra peace of mind.... ",It looks different from the normal tongue cleaner and it's easy to use and it is value for money and it help to make better in taste and in this ,Design
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,40,26,14,"Customers have different views on the product's value for money. Some find it effective, easy to use, and a better deal than plastic tongue cleaners. Others say it's not worth the price, a waste of money, and a useless product.","toxin extraction, while making the mouth feel clean.this is value for money product. I love it this item. ","Keep on cleaning with lemon, turmeric or pitambari. Price also high, instead buy any local will get 10 in this price ",It's good copper tongue cleaner which is quite useful and worth the money I paid iam so happy 😊 ,Value for money
Perfora Copper Tongue Cleaner for Men and Women | For Fresh Breath & Bacteria Removal | Improved Taste Sense & Oral Hygiene | Easy to Use | 100% Pure Indian Copper Tongue Scraper To Prevent Bad Breath,248,22,14,8,"Customers have different views on the product's comfort. Some find it helpful and comfortable to use, even while traveling. The copper material gives a good feeling and is smooth. However, others report that it hurts the tongue at times, especially during cleaning. The edges are sharp and too large for their tongues.",mouth feeling fresh and clean and is convenient and comfortable to even carry while travelling. ,It hurts the tongue at times. ,mouth feeling fresh and clean and is convenient and comfortable to even carry while travelling. ,Comfort
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,89,70,19,"Customers like the quality of the toothpaste. They say it's effective for bleeding gums and worth trying. The freshness and performance are also appreciated. However, some customers feel the quantity is limited.",Really an excellent toothpaste. ,"It's amazing toothpaste, it makes gum problems thing of past. It's very good for gums. I had gum problems and in 5 days it's gone.... ",Good qwality ,Quality
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,85,80,5,"Customers appreciate the toothpaste for its gum health benefits. They say it improves their teeth and gums, making gum problems a thing of the past. The toothpaste is helpful in maintaining overall oral health and hygiene. It's effective for bleeding gums and keeps the teeth safe from germs and toothaches.","Within few weeks of using this, the gum problems were fixed and after a few months of using it, the filled in tooth, which used to get sensitive... ",Best for Sensitive teeth ,"It's amazing toothpaste, it makes gum problems thing of past. It's very good for gums. I had gum problems and in 5 days it's gone. ",Gum health
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,10,10,0,"Customers like the product's cleanliness. They say it cleans well, makes their teeth strong, and helps overall oral health and hygiene. The product is advertised as a natural cleanser against plaque and stains.",Plaque buildup on teeth also got cleaned up.... ,"No more sensitive to hot or cold. Less toothaches. Lesser plaque, cleans well. No gum troubles. ",The toothpaste not only makes your teeth strong or clean as advertised but also there is no foul smell from my mouth after using it at night time. ,Cleanliness
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,8,8,0,Customers appreciate the breath freshness after using the tooth cleaning product. It cleans teeth and fights bad breath. They feel a freshness in their mouth after brushing with it.,It has salt as one of its main ingredients. Good refreshing feeling. Quality is also good but quantity is very less. ,My morning breath has certainly improved and I am happy with the purchase. ,Taste is ok the bonus point is it clean ur teeth too with fighting bad breath ,Breath freshness
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,6,6,0,Customers like the freshness of the toothpaste. They say it leaves their mouth feeling fresh and clean throughout the day.,Good for Gum Bleedings and Keep the Mouth Fresh! ,I apply the paste to the gums first and then brush. Our mouth will be fresh till dawn. It is definitely a good toothpaste. ,Liked the freshness and the performance. ,Freshness
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,33,13,20,"Customers have different views on the taste of the tooth cleaning product. Some find it okay, while others say it's too salty or has a mint flavor.","Plaque buildup on teeth also got cleaned up. The tootpaste tasted quite weird the initial few days, but then I adjusted to it and the effectiveness... ",Really happy with product inspite of it's salty taste as it reduces my sensitivity issues and bleeding gums. Really value for money.... ,I have used it for 2 days and it literally tastes like vomit. I really can’t say anything about the results as it it is too early. . ,Taste
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,22,15,7,"Customers have different views on the toothpaste's value for money. Some find it good quality and worth the price, while others consider it too expensive for their needs.",Really value for money. Highly recommended product for your teeths. ,"Value for money,effectively working ","But mostly at night 'Parodontax' is used. Although the price is high, very little paste is required at a time. ",Value for money
"Parodontax Daily Fluoride 75g Gum Care Toothpaste For Daily Protection Against Gum Problems, Maintains Oral Hygiene With Strong Teeth And Fresh Breath",111,6,4,2,"Customers have mixed opinions about the paste quality. Some find it good but expensive, saying very little is required at a time. Others say it's not suitable for all uses and can burn interior surfaces.","Although the price is high, very little paste is required at a time. I apply the paste to the gums first and then brush.... ","WORSE PASTE. USED FIRST TIME AND MY TONGUE, INNER CHEEKS, LIPS BURNING.. GOT BLISTERS.. AND LITTLE SWELLING.... ",Good paste! Effective and does the job of keeping the teeth safe from germs and tooth ache. ,Paste quality
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,26,26,0,"Customers like the toothpaste. They say it has a nice taste, is good for daily use, and works perfectly.","and made my breath refresh all the day , thanks clove for such an amazing product. ",after taste gives a satisfaction even long time after brushing... Nice product... Go on bros... 👍🏼👍🏼... ,Good product ,Quality
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,16,16,0,"Customers like the toothpaste quality. They say it's a good product for teeth and oral hygiene, with natural ingredients and effective for daily use. The packaging is good, and it has all the best features in a tooth paste, including a teeth whitener.",Toothpaste is good but very expensive ,Best toothpaste for my oral care. ,A very good tooth paste to be used for a family. ,Toothpaste quality
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,14,14,0,"Customers like the toothpaste's ingredients and focus on comprehensive dental health. They say it leaves their mouth feeling fresh and clean while revitalizing their gums. The toothpaste is designed to elevate your oral care routine with a blend of effective ingredients that help with oral hygiene and comfort. It contains clove, which helps make teeth whiter than ever and makes their breath refresh all day.","It made my teeth whiter than ever and made my breath refresh all the day , thanks clove for such an amazing product. ","🌿 It leaves my mouth feeling fresh and clean while revitalizing my gums. The clove extract provides a soothing, natural flavor.... ","Overall, this toothpaste is a must-try for a refreshing start to your day! But it's expensive. ",Tooth health
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,11,11,0,Customers like the breath freshness. They say it has antimicrobial and soothing properties that help with oral health. The clove extract provides a natural flavor that is perfect for daily use.,"It made my teeth whiter than ever and made my breath refresh all the day , thanks clove for such an amazing product. ","The clove extract provides a soothing, natural flavor. Perfect for daily use! 🦷... ","It effectively cleans your teeth and leaves your breath fresh for hours. Overall, this toothpaste is a must-try for a refreshing start to your day! ",Breath freshness
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,11,9,2,"Customers enjoy the taste of the tooth cleaning product. They say it has a great taste and the spicy fresh variety adds a unique twist, perfect for those who prefer a bit of a kick.",Really a wise choice... Clove the after taste gives a satisfaction even long time after brushing... Nice product... Go on bros... 👍🏼👍🏼... ,"The clove extract provides a soothing, natural flavor. Perfect for daily use! 🦷... ","The spicy fresh variant adds a unique twist, perfect for those who prefer a bit of a kick in their oral care routine. ",Taste
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,6,6,0,"Customers enjoy the freshness of the toothpaste. It leaves their smiles bright and fresh, with a pleasant fragrance.","After brushing the teeth with Clove toothpaste, I feel very fresh and the fragnance which comes out makes my mood more happy.... ",Highly recommend it for keeping your smile bright and fresh! ,Very good tooth paste. Makes me feel fresh. Taste is good ,Freshness
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,10,5,5,"Customers have different views on the value for money of the tooth cleaning product. Some find it a good value and worth the price, while others consider it slightly expensive but worth the cost. The product feels fresh and is paraben-free.",Very Costly taste good smell also good normal foaming ,Toothpaste is good but very expensive ,It is a fine toothpaste. Cavity goes in 4 to 5 days. Value of money. ,Value for money
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,5,3,2,"Customers have differing views on the chemical content of the toothpaste. Some find it free from harmful chemicals and effective for daily use, while others say it contains at least 15 chemicals. There is no mention of clove oil in the ingredients, and some customers feel it's just marketing.","of its key features is the inclusion of clove oil, known for its antimicrobial and soothing properties, which can help with oral hygiene and comfort. ",Just the usual chemical type paste containing atleast 15 chemicals. Not worth paying big money for a chemical past.... ,"Free from harmful chemicals. If you want a natural, effective toothpaste for daily use. ",Chemical content
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,26,26,0,"Customers like the toothpaste. They say it has a nice taste, is good for daily use, and works perfectly.","and made my breath refresh all the day , thanks clove for such an amazing product. ",after taste gives a satisfaction even long time after brushing... Nice product... Go on bros... 👍🏼👍🏼... ,Good product ,Quality
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,16,16,0,"Customers like the toothpaste quality. They say it's a good product for teeth and oral hygiene, with natural ingredients and effective for daily use. The packaging is good, and it has all the best features in a tooth paste, including a teeth whitener.",Toothpaste is good but very expensive ,Best toothpaste for my oral care. ,A very good tooth paste to be used for a family. ,Toothpaste quality
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,14,14,0,"Customers like the toothpaste's ingredients and focus on comprehensive dental health. They say it leaves their mouth feeling fresh and clean while revitalizing their gums. The toothpaste is designed to elevate your oral care routine with a blend of effective ingredients that help with oral hygiene and comfort. It contains clove, which helps make teeth whiter than ever and makes their breath refresh all day.","It made my teeth whiter than ever and made my breath refresh all the day , thanks clove for such an amazing product. ","🌿 It leaves my mouth feeling fresh and clean while revitalizing my gums. The clove extract provides a soothing, natural flavor.... ","Overall, this toothpaste is a must-try for a refreshing start to your day! But it's expensive. ",Tooth health
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,11,11,0,Customers like the breath freshness. They say it has antimicrobial and soothing properties that help with oral health. The clove extract provides a natural flavor that is perfect for daily use.,"It made my teeth whiter than ever and made my breath refresh all the day , thanks clove for such an amazing product. ","The clove extract provides a soothing, natural flavor. Perfect for daily use! 🦷... ","It effectively cleans your teeth and leaves your breath fresh for hours. Overall, this toothpaste is a must-try for a refreshing start to your day! ",Breath freshness
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,11,9,2,"Customers enjoy the taste of the tooth cleaning product. They say it has a great taste and the spicy fresh variety adds a unique twist, perfect for those who prefer a bit of a kick.",Really a wise choice... Clove the after taste gives a satisfaction even long time after brushing... Nice product... Go on bros... 👍🏼👍🏼... ,"The clove extract provides a soothing, natural flavor. Perfect for daily use! 🦷... ","The spicy fresh variant adds a unique twist, perfect for those who prefer a bit of a kick in their oral care routine. ",Taste
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,6,6,0,"Customers enjoy the freshness of the toothpaste. It leaves their smiles bright and fresh, with a pleasant fragrance.","After brushing the teeth with Clove toothpaste, I feel very fresh and the fragnance which comes out makes my mood more happy.... ",Highly recommend it for keeping your smile bright and fresh! ,Very good tooth paste. Makes me feel fresh. Taste is good ,Freshness
